,$LINK:NO,FROMNODENO,TONODENO,FROMNODE\WKTLOCWGS84,TONODE\WKTLOCWGS84,From_Coords,To_Coords,Orig_Long,Orig_Lat,Dest_Long,Dest_Lat,Origins,Destinations,Response
319,100163,269139,268672,POINT(-0.08920 51.51820),POINT(-0.10480 51.52030),-0.08920 51.51820,-0.10480 51.52030,-0.0892,51.5182,-0.1048,51.5203,51.5182%2C-0.0892,51.5203%2C-0.1048,"{
   ""destination_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""origin_addresses"" : [ ""14 Moorfields, London EC2Y 9AA, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.3 km"",
                  ""value"" : 1347
               },
               ""duration"" : {
                  ""text"" : ""4 mins"",
                  ""value"" : 226
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
320,100164,266343,266682,POINT(-0.17530 51.51620),POINT(-0.16290 51.52240),-0.17530 51.51620,-0.16290 51.52240,-0.1753,51.5162,-0.1629,51.5224,51.5162%2C-0.1753,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""origin_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.2 km"",
                  ""value"" : 1203
               },
               ""duration"" : {
                  ""text"" : ""3 mins"",
                  ""value"" : 193
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
321,100164,266682,266343,POINT(-0.16290 51.52240),POINT(-0.17530 51.51620),-0.16290 51.52240,-0.17530 51.51620,-0.1629,51.5224,-0.1753,51.5162,51.5224%2C-0.1629,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""origin_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.3 km"",
                  ""value"" : 1256
               },
               ""duration"" : {
                  ""text"" : ""3 mins"",
                  ""value"" : 172
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
322,100165,265282,266682,POINT(-0.20460 51.53410),POINT(-0.16290 51.52240),-0.20460 51.53410,-0.16290 51.52240,-0.2046,51.5341,-0.1629,51.5224,51.5341%2C-0.2046,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""origin_addresses"" : [ ""Queen's Park station, London, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.4 km"",
                  ""value"" : 4446
               },
               ""duration"" : {
                  ""text"" : ""12 mins"",
                  ""value"" : 702
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
323,100165,266682,265282,POINT(-0.16290 51.52240),POINT(-0.20460 51.53410),-0.16290 51.52240,-0.20460 51.53410,-0.1629,51.5224,-0.2046,51.5341,51.5224%2C-0.1629,51.5341%2C-0.2046,"{
   ""destination_addresses"" : [ ""Queen's Park station, London, UK"" ],
   ""origin_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.6 km"",
                  ""value"" : 4632
               },
               ""duration"" : {
                  ""text"" : ""13 mins"",
                  ""value"" : 769
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
324,100166,266682,267948,POINT(-0.16290 51.52240),POINT(-0.12784 51.53233),-0.16290 51.52240,-0.12784 51.53233,-0.1629,51.5224,-0.12784,51.53233,51.5224%2C-0.1629,51.53233%2C-0.12784,"{
   ""destination_addresses"" : [ ""St Pancras International, Euston Rd, London N1C 4QP, UK"" ],
   ""origin_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.4 km"",
                  ""value"" : 3398
               },
               ""duration"" : {
                  ""text"" : ""18 mins"",
                  ""value"" : 1109
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
325,100166,267948,266682,POINT(-0.12784 51.53233),POINT(-0.16290 51.52240),-0.12784 51.53233,-0.16290 51.52240,-0.12784,51.53233,-0.1629,51.5224,51.53233%2C-0.12784,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""origin_addresses"" : [ ""St Pancras International, Euston Rd, London N1C 4QP, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.4 km"",
                  ""value"" : 3437
               },
               ""duration"" : {
                  ""text"" : ""18 mins"",
                  ""value"" : 1057
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
326,100167,266682,267252,POINT(-0.16290 51.52240),POINT(-0.14370 51.49510),-0.16290 51.52240,-0.14370 51.49510,-0.1629,51.5224,-0.1437,51.4951,51.5224%2C-0.1629,51.4951%2C-0.1437,"{
   ""destination_addresses"" : [ ""Victoria Station, London SW1, UK"" ],
   ""origin_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.8 km"",
                  ""value"" : 4763
               },
               ""duration"" : {
                  ""text"" : ""20 mins"",
                  ""value"" : 1195
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
327,100167,267252,266682,POINT(-0.14370 51.49510),POINT(-0.16290 51.52240),-0.14370 51.49510,-0.16290 51.52240,-0.1437,51.4951,-0.1629,51.5224,51.4951%2C-0.1437,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""origin_addresses"" : [ ""Victoria Station, London SW1, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.8 km"",
                  ""value"" : 4839
               },
               ""duration"" : {
                  ""text"" : ""18 mins"",
                  ""value"" : 1064
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
328,100168,266682,268311,POINT(-0.16290 51.52240),POINT(-0.11340 51.50330),-0.16290 51.52240,-0.11340 51.50330,-0.1629,51.5224,-0.1134,51.5033,51.5224%2C-0.1629,51.5033%2C-0.1134,"{
   ""destination_addresses"" : [ ""12 Lower Rd, London SE1 8SE, UK"" ],
   ""origin_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""5.0 km"",
                  ""value"" : 4958
               },
               ""duration"" : {
                  ""text"" : ""14 mins"",
                  ""value"" : 863
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
329,100168,268311,266682,POINT(-0.11340 51.50330),POINT(-0.16290 51.52240),-0.11340 51.50330,-0.16290 51.52240,-0.1134,51.5033,-0.1629,51.5224,51.5033%2C-0.1134,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""origin_addresses"" : [ ""12 Lower Rd, London SE1 8SE, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""5.0 km"",
                  ""value"" : 5034
               },
               ""duration"" : {
                  ""text"" : ""14 mins"",
                  ""value"" : 860
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
330,100169,257311,257458,POINT(-0.81400 53.07970),POINT(-0.79880 53.08050),-0.81400 53.07970,-0.79880 53.08050,-0.814,53.0797,-0.7988,53.0805,53.0797%2C-0.814,53.0805%2C-0.7988,"{
   ""destination_addresses"" : [ ""Northern Rd, Unit 5 N Gate, Newark NG24 2EU, UK"" ],
   ""origin_addresses"" : [ ""Newark Castle Railway Station, Newark-on-Trent, Newark NG24 1BT, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.1 km"",
                  ""value"" : 2068
               },
               ""duration"" : {
                  ""text"" : ""27 mins"",
                  ""value"" : 1599
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
331,100169,257458,257311,POINT(-0.79880 53.08050),POINT(-0.81400 53.07970),-0.79880 53.08050,-0.81400 53.07970,-0.7988,53.0805,-0.814,53.0797,53.0805%2C-0.7988,53.0797%2C-0.814,"{
   ""destination_addresses"" : [ ""Newark Castle Railway Station, Newark-on-Trent, Newark NG24 1BT, UK"" ],
   ""origin_addresses"" : [ ""Northern Rd, Unit 5 N Gate, Newark NG24 2EU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.1 km"",
                  ""value"" : 2068
               },
               ""duration"" : {
                  ""text"" : ""26 mins"",
                  ""value"" : 1581
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
332,100170,242131,242189,POINT(-2.00900 53.35950),POINT(-2.00490 53.36490),-2.00900 53.35950,-2.00490 53.36490,-2.009,53.3595,-2.0049,53.3649,53.3595%2C-2.009,53.3649%2C-2.0049,"{
   ""destination_addresses"" : [ ""New Mills Central, High Peak SK22 3JB, UK"" ],
   ""origin_addresses"" : [ ""New Mills Newtown, High Peak SK22 3JW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.4 km"",
                  ""value"" : 1419
               },
               ""duration"" : {
                  ""text"" : ""7 mins"",
                  ""value"" : 427
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
333,100170,242189,242131,POINT(-2.00490 53.36490),POINT(-2.00900 53.35950),-2.00490 53.36490,-2.00900 53.35950,-2.0049,53.3649,-2.009,53.3595,53.3649%2C-2.0049,53.3595%2C-2.009,"{
   ""destination_addresses"" : [ ""New Mills Newtown, High Peak SK22 3JW, UK"" ],
   ""origin_addresses"" : [ ""New Mills Central, High Peak SK22 3JB, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.3 km"",
                  ""value"" : 1307
               },
               ""duration"" : {
                  ""text"" : ""8 mins"",
                  ""value"" : 492
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
334,100171,270208,270338,POINT(-0.04020 51.47500),POINT(-0.03260 51.47650),-0.04020 51.47500,-0.03260 51.47650,-0.0402,51.475,-0.0326,51.4765,51.475%2C-0.0402,51.4765%2C-0.0326,"{
   ""destination_addresses"" : [ ""New Cross, Amersham Vale, London SE14 6LD, UK"" ],
   ""origin_addresses"" : [ ""New Cross Gate railway station, London SE14, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""0.8 km"",
                  ""value"" : 808
               },
               ""duration"" : {
                  ""text"" : ""5 mins"",
                  ""value"" : 324
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
335,100171,270338,270208,POINT(-0.03260 51.47650),POINT(-0.04020 51.47500),-0.03260 51.47650,-0.04020 51.47500,-0.0326,51.4765,-0.0402,51.475,51.4765%2C-0.0326,51.475%2C-0.0402,"{
   ""destination_addresses"" : [ ""New Cross Gate railway station, London SE14, UK"" ],
   ""origin_addresses"" : [ ""New Cross, Amersham Vale, London SE14 6LD, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.2 km"",
                  ""value"" : 1164
               },
               ""duration"" : {
                  ""text"" : ""10 mins"",
                  ""value"" : 572
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
336,100172,265282,266343,POINT(-0.20460 51.53410),POINT(-0.17530 51.51620),-0.20460 51.53410,-0.17530 51.51620,-0.2046,51.5341,-0.1753,51.5162,51.5341%2C-0.2046,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""origin_addresses"" : [ ""Queen's Park station, London, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.4 km"",
                  ""value"" : 3429
               },
               ""duration"" : {
                  ""text"" : ""7 mins"",
                  ""value"" : 419
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
337,100172,266343,265282,POINT(-0.17530 51.51620),POINT(-0.20460 51.53410),-0.17530 51.51620,-0.20460 51.53410,-0.1753,51.5162,-0.2046,51.5341,51.5162%2C-0.1753,51.5341%2C-0.2046,"{
   ""destination_addresses"" : [ ""Queen's Park station, London, UK"" ],
   ""origin_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.4 km"",
                  ""value"" : 3438
               },
               ""duration"" : {
                  ""text"" : ""6 mins"",
                  ""value"" : 389
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
338,100173,266343,267948,POINT(-0.17530 51.51620),POINT(-0.12784 51.53233),-0.17530 51.51620,-0.12784 51.53233,-0.1753,51.5162,-0.12784,51.53233,51.5162%2C-0.1753,51.53233%2C-0.12784,"{
   ""destination_addresses"" : [ ""St Pancras International, Euston Rd, London N1C 4QP, UK"" ],
   ""origin_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.8 km"",
                  ""value"" : 4783
               },
               ""duration"" : {
                  ""text"" : ""21 mins"",
                  ""value"" : 1263
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
339,100173,267948,266343,POINT(-0.12784 51.53233),POINT(-0.17530 51.51620),-0.12784 51.53233,-0.17530 51.51620,-0.12784,51.53233,-0.1753,51.5162,51.53233%2C-0.12784,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""origin_addresses"" : [ ""St Pancras International, Euston Rd, London N1C 4QP, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.8 km"",
                  ""value"" : 4806
               },
               ""duration"" : {
                  ""text"" : ""21 mins"",
                  ""value"" : 1279
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
340,100174,266343,267252,POINT(-0.17530 51.51620),POINT(-0.14370 51.49510),-0.17530 51.51620,-0.14370 51.49510,-0.1753,51.5162,-0.1437,51.4951,51.5162%2C-0.1753,51.4951%2C-0.1437,"{
   ""destination_addresses"" : [ ""Victoria Station, London SW1, UK"" ],
   ""origin_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""7.0 km"",
                  ""value"" : 7040
               },
               ""duration"" : {
                  ""text"" : ""18 mins"",
                  ""value"" : 1083
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
341,100174,267252,266343,POINT(-0.14370 51.49510),POINT(-0.17530 51.51620),-0.14370 51.49510,-0.17530 51.51620,-0.1437,51.4951,-0.1753,51.5162,51.4951%2C-0.1437,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""origin_addresses"" : [ ""Victoria Station, London SW1, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""7.0 km"",
                  ""value"" : 7023
               },
               ""duration"" : {
                  ""text"" : ""19 mins"",
                  ""value"" : 1111
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
342,100175,266343,268311,POINT(-0.17530 51.51620),POINT(-0.11340 51.50330),-0.17530 51.51620,-0.11340 51.50330,-0.1753,51.5162,-0.1134,51.5033,51.5162%2C-0.1753,51.5033%2C-0.1134,"{
   ""destination_addresses"" : [ ""12 Lower Rd, London SE1 8SE, UK"" ],
   ""origin_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""6.1 km"",
                  ""value"" : 6110
               },
               ""duration"" : {
                  ""text"" : ""17 mins"",
                  ""value"" : 1028
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
343,100175,268311,266343,POINT(-0.11340 51.50330),POINT(-0.17530 51.51620),-0.11340 51.50330,-0.17530 51.51620,-0.1134,51.5033,-0.1753,51.5162,51.5033%2C-0.1134,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""origin_addresses"" : [ ""12 Lower Rd, London SE1 8SE, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""6.1 km"",
                  ""value"" : 6118
               },
               ""duration"" : {
                  ""text"" : ""17 mins"",
                  ""value"" : 996
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
344,100176,269753,269914,POINT(-0.06010 51.41810),POINT(-0.05380 51.41910),-0.06010 51.41810,-0.05380 51.41910,-0.0601,51.4181,-0.0538,51.4191,51.4181%2C-0.0601,51.4191%2C-0.0538,"{
   ""destination_addresses"" : [ ""1 Station Parade, Newlands Park, London SE26 5PE, UK"" ],
   ""origin_addresses"" : [ ""8 High St, London SE20 8RZ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""0.6 km"",
                  ""value"" : 577
               },
               ""duration"" : {
                  ""text"" : ""7 mins"",
                  ""value"" : 424
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
345,100176,269914,269753,POINT(-0.05380 51.41910),POINT(-0.06010 51.41810),-0.05380 51.41910,-0.06010 51.41810,-0.0538,51.4191,-0.0601,51.4181,51.4191%2C-0.0538,51.4181%2C-0.0601,"{
   ""destination_addresses"" : [ ""8 High St, London SE20 8RZ, UK"" ],
   ""origin_addresses"" : [ ""1 Station Parade, Newlands Park, London SE26 5PE, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""0.6 km"",
                  ""value"" : 577
               },
               ""duration"" : {
                  ""text"" : ""7 mins"",
                  ""value"" : 440
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
346,100177,262260,262578,POINT(-0.34290 51.74480),POINT(-0.32750 51.75020),-0.34290 51.74480,-0.32750 51.75020,-0.3429,51.7448,-0.3275,51.7502,51.7448%2C-0.3429,51.7502%2C-0.3275,"{
   ""destination_addresses"" : [ ""St Albans City railway station, St Albans AL1 5HD, UK"" ],
   ""origin_addresses"" : [ ""St Albans Abbey, St Albans AL1 2PS, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.0 km"",
                  ""value"" : 1983
               },
               ""duration"" : {
                  ""text"" : ""23 mins"",
                  ""value"" : 1350
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
347,100177,262578,262260,POINT(-0.32750 51.75020),POINT(-0.34290 51.74480),-0.32750 51.75020,-0.34290 51.74480,-0.3275,51.7502,-0.3429,51.7448,51.7502%2C-0.3275,51.7448%2C-0.3429,"{
   ""destination_addresses"" : [ ""St Albans Abbey, St Albans AL1 2PS, UK"" ],
   ""origin_addresses"" : [ ""St Albans City railway station, St Albans AL1 5HD, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.2 km"",
                  ""value"" : 2190
               },
               ""duration"" : {
                  ""text"" : ""19 mins"",
                  ""value"" : 1116
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
348,100179,276010,276013,POINT(0.71140 51.54180),POINT(0.71160 51.53730),0.71140 51.54180,0.71160 51.53730,0.7114,51.5418,0.7116,51.5373,51.5418%2C0.7114,51.5373%2C0.7116,"{
   ""destination_addresses"" : [
      ""Southend Central Railway Station, 17 Clifftown Rd, Southend-on-Sea SS1 1AB, UK""
   ],
   ""origin_addresses"" : [
      ""Victoria Avenue Southend Victoria station, Southend-on-Sea SS2 6AE, UK""
   ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""0.8 km"",
                  ""value"" : 810
               },
               ""duration"" : {
                  ""text"" : ""10 mins"",
                  ""value"" : 606
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
349,100179,276013,276010,POINT(0.71160 51.53730),POINT(0.71140 51.54180),0.71160 51.53730,0.71140 51.54180,0.7116,51.5373,0.7114,51.5418,51.5373%2C0.7116,51.5418%2C0.7114,"{
   ""destination_addresses"" : [
      ""Victoria Avenue Southend Victoria station, Southend-on-Sea SS2 6AE, UK""
   ],
   ""origin_addresses"" : [
      ""Southend Central Railway Station, 17 Clifftown Rd, Southend-on-Sea SS1 1AB, UK""
   ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""0.8 km"",
                  ""value"" : 810
               },
               ""duration"" : {
                  ""text"" : ""10 mins"",
                  ""value"" : 610
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
350,100180,267662,271036,POINT(-0.13350 51.52810),POINT(-0.00340 51.54210),-0.13350 51.52810,-0.00340 51.54210,-0.1335,51.5281,-0.0034,51.5421,51.5281%2C-0.1335,51.5421%2C-0.0034,"{
   ""destination_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""origin_addresses"" : [ ""Euston, London NW1 2DS, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""13.2 km"",
                  ""value"" : 13196
               },
               ""duration"" : {
                  ""text"" : ""32 mins"",
                  ""value"" : 1939
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
351,100180,271036,267662,POINT(-0.00340 51.54210),POINT(-0.13350 51.52810),-0.00340 51.54210,-0.13350 51.52810,-0.0034,51.5421,-0.1335,51.5281,51.5421%2C-0.0034,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""Euston, London NW1 2DS, UK"" ],
   ""origin_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""12.3 km"",
                  ""value"" : 12320
               },
               ""duration"" : {
                  ""text"" : ""34 mins"",
                  ""value"" : 2069
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
352,100181,269459,271036,POINT(-0.07540 51.51160),POINT(-0.00340 51.54210),-0.07540 51.51160,-0.00340 51.54210,-0.0754,51.5116,-0.0034,51.5421,51.5116%2C-0.0754,51.5421%2C-0.0034,"{
   ""destination_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""origin_addresses"" : [ ""121 Minories, London EC3N 1DR, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""7.0 km"",
                  ""value"" : 7019
               },
               ""duration"" : {
                  ""text"" : ""24 mins"",
                  ""value"" : 1457
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
353,100181,271036,269459,POINT(-0.00340 51.54210),POINT(-0.07540 51.51160),-0.00340 51.54210,-0.07540 51.51160,-0.0034,51.5421,-0.0754,51.5116,51.5421%2C-0.0034,51.5116%2C-0.0754,"{
   ""destination_addresses"" : [ ""121 Minories, London EC3N 1DR, UK"" ],
   ""origin_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""7.1 km"",
                  ""value"" : 7057
               },
               ""duration"" : {
                  ""text"" : ""26 mins"",
                  ""value"" : 1532
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
354,100182,270818,271036,POINT(-0.01380 51.47810),POINT(-0.00340 51.54210),-0.01380 51.47810,-0.00340 51.54210,-0.0138,51.4781,-0.0034,51.5421,51.4781%2C-0.0138,51.5421%2C-0.0034,"{
   ""destination_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""origin_addresses"" : [ ""Lambard House, Greenwich High Rd, London SE10 8JQ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""11.0 km"",
                  ""value"" : 10953
               },
               ""duration"" : {
                  ""text"" : ""35 mins"",
                  ""value"" : 2121
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
355,100182,271036,270818,POINT(-0.00340 51.54210),POINT(-0.01380 51.47810),-0.00340 51.54210,-0.01380 51.47810,-0.0034,51.5421,-0.0138,51.4781,51.5421%2C-0.0034,51.4781%2C-0.0138,"{
   ""destination_addresses"" : [ ""Lambard House, Greenwich High Rd, London SE10 8JQ, UK"" ],
   ""origin_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""10.7 km"",
                  ""value"" : 10693
               },
               ""duration"" : {
                  ""text"" : ""32 mins"",
                  ""value"" : 1916
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
356,100183,267983,271036,POINT(-0.12310 51.53080),POINT(-0.00340 51.54210),-0.12310 51.53080,-0.00340 51.54210,-0.1231,51.5308,-0.0034,51.5421,51.5308%2C-0.1231,51.5421%2C-0.0034,"{
   ""destination_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""origin_addresses"" : [ ""1 York Way, London N1C 4AX, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""10.6 km"",
                  ""value"" : 10589
               },
               ""duration"" : {
                  ""text"" : ""32 mins"",
                  ""value"" : 1931
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
357,100183,271036,267983,POINT(-0.00340 51.54210),POINT(-0.12310 51.53080),-0.00340 51.54210,-0.12310 51.53080,-0.0034,51.5421,-0.1231,51.5308,51.5421%2C-0.0034,51.5308%2C-0.1231,"{
   ""destination_addresses"" : [ ""1 York Way, London N1C 4AX, UK"" ],
   ""origin_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""10.7 km"",
                  ""value"" : 10660
               },
               ""duration"" : {
                  ""text"" : ""31 mins"",
                  ""value"" : 1838
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
