,$LINK:NO,FROMNODENO,TONODENO,FROMNODE\WKTLOCWGS84,TONODE\WKTLOCWGS84,From_Coords,To_Coords,Orig_Long,Orig_Lat,Dest_Long,Dest_Lat,Origins,Destinations,Response
101,100053,269122,268311,POINT(-0.09030 51.51140),POINT(-0.11340 51.50330),-0.09030 51.51140,-0.11340 51.50330,-0.0903,51.5114,-0.1134,51.5033,51.5114%2C-0.0903,51.5033%2C-0.1134,"{
   ""destination_addresses"" : [ ""51.5033,-0.1134"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
102,100054,270471,270500,POINT(-0.02640 51.44390),POINT(-0.02490 51.44430),-0.02640 51.44390,-0.02490 51.44430,-0.0264,51.4439,-0.0249,51.4443,51.4439%2C-0.0264,51.4443%2C-0.0249,"{
   ""destination_addresses"" : [ ""51.4443,-0.0249"" ],
   ""origin_addresses"" : [ ""51.4439,-0.0264"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
103,100054,270500,270471,POINT(-0.02490 51.44430),POINT(-0.02640 51.44390),-0.02490 51.44430,-0.02640 51.44390,-0.0249,51.4443,-0.0264,51.4439,51.4443%2C-0.0249,51.4439%2C-0.0264,"{
   ""destination_addresses"" : [ ""51.4439,-0.0264"" ],
   ""origin_addresses"" : [ ""51.4443,-0.0249"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
104,100055,255314,255324,POINT(-1.08030 52.96150),POINT(-1.07870 52.96510),-1.08030 52.96150,-1.07870 52.96510,-1.0803,52.9615,-1.0787,52.9651,52.9615%2C-1.0803,52.9651%2C-1.0787,"{
   ""destination_addresses"" : [ ""52.9651,-1.0787"" ],
   ""origin_addresses"" : [ ""52.9615,-1.0803"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
105,100055,255324,255314,POINT(-1.07870 52.96510),POINT(-1.08030 52.96150),-1.07870 52.96510,-1.08030 52.96150,-1.0787,52.9651,-1.0803,52.9615,52.9651%2C-1.0787,52.9615%2C-1.0803,"{
   ""destination_addresses"" : [ ""52.9615,-1.0803"" ],
   ""origin_addresses"" : [ ""52.9651,-1.0787"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
106,100056,236164,236222,POINT(-2.44280 50.71140),POINT(-2.43710 50.70920),-2.44280 50.71140,-2.43710 50.70920,-2.4428,50.7114,-2.4371,50.7092,50.7114%2C-2.4428,50.7092%2C-2.4371,"{
   ""destination_addresses"" : [ ""50.7092,-2.4371"" ],
   ""origin_addresses"" : [ ""50.7114,-2.4428"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
107,100056,236222,236164,POINT(-2.43710 50.70920),POINT(-2.44280 50.71140),-2.43710 50.70920,-2.44280 50.71140,-2.4371,50.7092,-2.4428,50.7114,50.7092%2C-2.4371,50.7114%2C-2.4428,"{
   ""destination_addresses"" : [ ""50.7114,-2.4428"" ],
   ""origin_addresses"" : [ ""50.7092,-2.4371"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
108,100057,269458,269470,POINT(-0.07540 51.54810),POINT(-0.07510 51.54630),-0.07540 51.54810,-0.07510 51.54630,-0.0754,51.5481,-0.0751,51.5463,51.5481%2C-0.0754,51.5463%2C-0.0751,"{
   ""destination_addresses"" : [ ""51.5463,-0.0751"" ],
   ""origin_addresses"" : [ ""51.5481,-0.0754"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
109,100057,269470,269458,POINT(-0.07510 51.54630),POINT(-0.07540 51.54810),-0.07510 51.54630,-0.07540 51.54810,-0.0751,51.5463,-0.0754,51.5481,51.5463%2C-0.0751,51.5481%2C-0.0754,"{
   ""destination_addresses"" : [ ""51.5481,-0.0754"" ],
   ""origin_addresses"" : [ ""51.5463,-0.0751"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
110,100058,262649,262684,POINT(-0.32410 51.23880),POINT(-0.32230 51.23990),-0.32410 51.23880,-0.32230 51.23990,-0.3241,51.2388,-0.3223,51.2399,51.2388%2C-0.3241,51.2399%2C-0.3223,"{
   ""destination_addresses"" : [ ""51.2399,-0.3223"" ],
   ""origin_addresses"" : [ ""51.2388,-0.3241"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
111,100058,262684,262649,POINT(-0.32230 51.23990),POINT(-0.32410 51.23880),-0.32230 51.23990,-0.32410 51.23880,-0.3223,51.2399,-0.3241,51.2388,51.2399%2C-0.3223,51.2388%2C-0.3241,"{
   ""destination_addresses"" : [ ""51.2388,-0.3241"" ],
   ""origin_addresses"" : [ ""51.2399,-0.3223"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
112,100059,272080,272193,POINT(0.06120 51.20820),POINT(0.06930 51.19880),0.06120 51.20820,0.06930 51.19880,0.0612,51.2082,0.0693,51.1988,51.2082%2C0.0612,51.1988%2C0.0693,"{
   ""destination_addresses"" : [ ""51.1988,0.0693"" ],
   ""origin_addresses"" : [ ""51.2082,0.0612"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
113,100059,272193,272080,POINT(0.06930 51.19880),POINT(0.06120 51.20820),0.06930 51.19880,0.06120 51.20820,0.0693,51.1988,0.0612,51.2082,51.1988%2C0.0693,51.2082%2C0.0612,"{
   ""destination_addresses"" : [ ""51.2082,0.0612"" ],
   ""origin_addresses"" : [ ""51.1988,0.0693"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
114,100060,269110,269360,POINT(-0.09070 51.65310),POINT(-0.07930 51.65200),-0.09070 51.65310,-0.07930 51.65200,-0.0907,51.6531,-0.0793,51.652,51.6531%2C-0.0907,51.652%2C-0.0793,"{
   ""destination_addresses"" : [ ""51.652,-0.0793"" ],
   ""origin_addresses"" : [ ""51.6531,-0.0907"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
115,100060,269360,269110,POINT(-0.07930 51.65200),POINT(-0.09070 51.65310),-0.07930 51.65200,-0.09070 51.65310,-0.0793,51.652,-0.0907,51.6531,51.652%2C-0.0793,51.6531%2C-0.0907,"{
   ""destination_addresses"" : [ ""51.6531,-0.0907"" ],
   ""origin_addresses"" : [ ""51.652,-0.0793"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
116,100061,267662,268899,POINT(-0.13350 51.52810),POINT(-0.09860 51.49450),-0.13350 51.52810,-0.09860 51.49450,-0.1335,51.5281,-0.0986,51.4945,51.5281%2C-0.1335,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
117,100061,268899,267662,POINT(-0.09860 51.49450),POINT(-0.13350 51.52810),-0.09860 51.49450,-0.13350 51.52810,-0.0986,51.4945,-0.1335,51.5281,51.4945%2C-0.0986,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
118,100062,267983,268899,POINT(-0.12310 51.53080),POINT(-0.09860 51.49450),-0.12310 51.53080,-0.09860 51.49450,-0.1231,51.5308,-0.0986,51.4945,51.5308%2C-0.1231,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.5308,-0.1231"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
119,100062,268899,267983,POINT(-0.09860 51.49450),POINT(-0.12310 51.53080),-0.09860 51.49450,-0.12310 51.53080,-0.0986,51.4945,-0.1231,51.5308,51.4945%2C-0.0986,51.5308%2C-0.1231,"{
   ""destination_addresses"" : [ ""51.5308,-0.1231"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
120,100063,268899,269225,POINT(-0.09860 51.49450),POINT(-0.08570 51.50523),-0.09860 51.49450,-0.08570 51.50523,-0.0986,51.4945,-0.0857,51.50523,51.4945%2C-0.0986,51.50523%2C-0.0857,"{
   ""destination_addresses"" : [ ""51.50523,-0.0857"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
121,100063,269225,268899,POINT(-0.08570 51.50523),POINT(-0.09860 51.49450),-0.08570 51.50523,-0.09860 51.49450,-0.0857,51.50523,-0.0986,51.4945,51.50523%2C-0.0857,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.50523,-0.0857"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
122,100064,266682,268899,POINT(-0.16290 51.52240),POINT(-0.09860 51.49450),-0.16290 51.52240,-0.09860 51.49450,-0.1629,51.5224,-0.0986,51.4945,51.5224%2C-0.1629,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.5224,-0.1629"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
123,100064,268899,266682,POINT(-0.09860 51.49450),POINT(-0.16290 51.52240),-0.09860 51.49450,-0.16290 51.52240,-0.0986,51.4945,-0.1629,51.5224,51.4945%2C-0.0986,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""51.5224,-0.1629"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
124,100065,266343,268899,POINT(-0.17530 51.51620),POINT(-0.09860 51.49450),-0.17530 51.51620,-0.09860 51.49450,-0.1753,51.5162,-0.0986,51.4945,51.5162%2C-0.1753,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.5162,-0.1753"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
125,100065,268899,266343,POINT(-0.09860 51.49450),POINT(-0.17530 51.51620),-0.09860 51.49450,-0.17530 51.51620,-0.0986,51.4945,-0.1753,51.5162,51.4945%2C-0.0986,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""51.5162,-0.1753"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
126,100066,265282,268899,POINT(-0.20460 51.53410),POINT(-0.09860 51.49450),-0.20460 51.53410,-0.09860 51.49450,-0.2046,51.5341,-0.0986,51.4945,51.5341%2C-0.2046,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.5341,-0.2046"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
127,100066,268899,265282,POINT(-0.09860 51.49450),POINT(-0.20460 51.53410),-0.09860 51.49450,-0.20460 51.53410,-0.0986,51.4945,-0.2046,51.5341,51.4945%2C-0.0986,51.5341%2C-0.2046,"{
   ""destination_addresses"" : [ ""51.5341,-0.2046"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
128,100067,267948,268899,POINT(-0.12784 51.53233),POINT(-0.09860 51.49450),-0.12784 51.53233,-0.09860 51.49450,-0.12784,51.53233,-0.0986,51.4945,51.53233%2C-0.12784,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.53233,-0.12784"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
129,100067,268899,267948,POINT(-0.09860 51.49450),POINT(-0.12784 51.53233),-0.09860 51.49450,-0.12784 51.53233,-0.0986,51.4945,-0.12784,51.53233,51.4945%2C-0.0986,51.53233%2C-0.12784,"{
   ""destination_addresses"" : [ ""51.53233,-0.12784"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
130,100068,268311,268899,POINT(-0.11340 51.50330),POINT(-0.09860 51.49450),-0.11340 51.50330,-0.09860 51.49450,-0.1134,51.5033,-0.0986,51.4945,51.5033%2C-0.1134,51.4945%2C-0.0986,"{
   ""destination_addresses"" : [ ""51.4945,-0.0986"" ],
   ""origin_addresses"" : [ ""51.5033,-0.1134"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
131,100068,268899,268311,POINT(-0.09860 51.49450),POINT(-0.11340 51.50330),-0.09860 51.49450,-0.11340 51.50330,-0.0986,51.4945,-0.1134,51.5033,51.4945%2C-0.0986,51.5033%2C-0.1134,"{
   ""destination_addresses"" : [ ""51.5033,-0.1134"" ],
   ""origin_addresses"" : [ ""51.4945,-0.0986"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
132,100069,267662,269459,POINT(-0.13350 51.52810),POINT(-0.07540 51.51160),-0.13350 51.52810,-0.07540 51.51160,-0.1335,51.5281,-0.0754,51.5116,51.5281%2C-0.1335,51.5116%2C-0.0754,"{
   ""destination_addresses"" : [ ""51.5116,-0.0754"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
133,100069,269459,267662,POINT(-0.07540 51.51160),POINT(-0.13350 51.52810),-0.07540 51.51160,-0.13350 51.52810,-0.0754,51.5116,-0.1335,51.5281,51.5116%2C-0.0754,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5116,-0.0754"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
134,100070,267662,267983,POINT(-0.13350 51.52810),POINT(-0.12310 51.53080),-0.13350 51.52810,-0.12310 51.53080,-0.1335,51.5281,-0.1231,51.5308,51.5281%2C-0.1335,51.5308%2C-0.1231,"{
   ""destination_addresses"" : [ ""51.5308,-0.1231"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
135,100070,267983,267662,POINT(-0.12310 51.53080),POINT(-0.13350 51.52810),-0.12310 51.53080,-0.13350 51.52810,-0.1231,51.5308,-0.1335,51.5281,51.5308%2C-0.1231,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5308,-0.1231"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
136,100071,267662,269296,POINT(-0.13350 51.52810),POINT(-0.08210 51.51860),-0.13350 51.52810,-0.08210 51.51860,-0.1335,51.5281,-0.0821,51.5186,51.5281%2C-0.1335,51.5186%2C-0.0821,"{
   ""destination_addresses"" : [ ""51.5186,-0.0821"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
137,100071,269296,267662,POINT(-0.08210 51.51860),POINT(-0.13350 51.52810),-0.08210 51.51860,-0.13350 51.52810,-0.0821,51.5186,-0.1335,51.5281,51.5186%2C-0.0821,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5186,-0.0821"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
138,100072,267662,269139,POINT(-0.13350 51.52810),POINT(-0.08920 51.51820),-0.13350 51.52810,-0.08920 51.51820,-0.1335,51.5281,-0.0892,51.5182,51.5281%2C-0.1335,51.5182%2C-0.0892,"{
   ""destination_addresses"" : [ ""51.5182,-0.0892"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
139,100072,269139,267662,POINT(-0.08920 51.51820),POINT(-0.13350 51.52810),-0.08920 51.51820,-0.13350 51.52810,-0.0892,51.5182,-0.1335,51.5281,51.5182%2C-0.0892,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5182,-0.0892"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
140,100073,266682,267662,POINT(-0.16290 51.52240),POINT(-0.13350 51.52810),-0.16290 51.52240,-0.13350 51.52810,-0.1629,51.5224,-0.1335,51.5281,51.5224%2C-0.1629,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5224,-0.1629"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
141,100073,267662,266682,POINT(-0.13350 51.52810),POINT(-0.16290 51.52240),-0.13350 51.52810,-0.16290 51.52240,-0.1335,51.5281,-0.1629,51.5224,51.5281%2C-0.1335,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""51.5224,-0.1629"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
142,100074,266343,267662,POINT(-0.17530 51.51620),POINT(-0.13350 51.52810),-0.17530 51.51620,-0.13350 51.52810,-0.1753,51.5162,-0.1335,51.5281,51.5162%2C-0.1753,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5162,-0.1753"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
143,100074,267662,266343,POINT(-0.13350 51.52810),POINT(-0.17530 51.51620),-0.13350 51.52810,-0.17530 51.51620,-0.1335,51.5281,-0.1753,51.5162,51.5281%2C-0.1335,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""51.5162,-0.1753"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
144,100075,267662,267948,POINT(-0.13350 51.52810),POINT(-0.12784 51.53233),-0.13350 51.52810,-0.12784 51.53233,-0.1335,51.5281,-0.12784,51.53233,51.5281%2C-0.1335,51.53233%2C-0.12784,"{
   ""destination_addresses"" : [ ""51.53233,-0.12784"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
145,100075,267948,267662,POINT(-0.12784 51.53233),POINT(-0.13350 51.52810),-0.12784 51.53233,-0.13350 51.52810,-0.12784,51.53233,-0.1335,51.5281,51.53233%2C-0.12784,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.53233,-0.12784"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
146,100076,267662,269471,POINT(-0.13350 51.52810),POINT(-0.07490 51.58230),-0.13350 51.52810,-0.07490 51.58230,-0.1335,51.5281,-0.0749,51.5823,51.5281%2C-0.1335,51.5823%2C-0.0749,"{
   ""destination_addresses"" : [ ""51.5823,-0.0749"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
147,100076,269471,267662,POINT(-0.07490 51.58230),POINT(-0.13350 51.52810),-0.07490 51.58230,-0.13350 51.52810,-0.0749,51.5823,-0.1335,51.5281,51.5823%2C-0.0749,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5823,-0.0749"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
148,100077,267662,269751,POINT(-0.13350 51.52810),POINT(-0.05970 51.58810),-0.13350 51.52810,-0.05970 51.58810,-0.1335,51.5281,-0.0597,51.5881,51.5281%2C-0.1335,51.5881%2C-0.0597,"{
   ""destination_addresses"" : [ ""51.5881,-0.0597"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
149,100077,269751,267662,POINT(-0.05970 51.58810),POINT(-0.13350 51.52810),-0.05970 51.58810,-0.13350 51.52810,-0.0597,51.5881,-0.1335,51.5281,51.5881%2C-0.0597,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5881,-0.0597"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
150,100078,267252,267662,POINT(-0.14370 51.49510),POINT(-0.13350 51.52810),-0.14370 51.49510,-0.13350 51.52810,-0.1437,51.4951,-0.1335,51.5281,51.4951%2C-0.1437,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.4951,-0.1437"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
151,100078,267662,267252,POINT(-0.13350 51.52810),POINT(-0.14370 51.49510),-0.13350 51.52810,-0.14370 51.49510,-0.1335,51.5281,-0.1437,51.4951,51.5281%2C-0.1335,51.4951%2C-0.1437,"{
   ""destination_addresses"" : [ ""51.4951,-0.1437"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
152,100079,267662,267994,POINT(-0.13350 51.52810),POINT(-0.12310 51.48620),-0.13350 51.52810,-0.12310 51.48620,-0.1335,51.5281,-0.1231,51.4862,51.5281%2C-0.1335,51.4862%2C-0.1231,"{
   ""destination_addresses"" : [ ""51.4862,-0.1231"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
153,100079,267994,267662,POINT(-0.12310 51.48620),POINT(-0.13350 51.52810),-0.12310 51.48620,-0.13350 51.52810,-0.1231,51.4862,-0.1335,51.5281,51.4862%2C-0.1231,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.4862,-0.1231"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
154,100080,267662,268311,POINT(-0.13350 51.52810),POINT(-0.11340 51.50330),-0.13350 51.52810,-0.11340 51.50330,-0.1335,51.5281,-0.1134,51.5033,51.5281%2C-0.1335,51.5033%2C-0.1134,"{
   ""destination_addresses"" : [ ""51.5033,-0.1134"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
